ticker,isu_cd,market,effective_from,effective_to,latest_daily_update_as_of,status,reason
299910,KR7299910000,KOSDAQ,2018-12-03,2025-02-13,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
300080,KR7300080009,KOSDAQ,2019-07-17,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
300120,KR7300120003,KOSDAQ,2019-10-18,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
300720,KR7300720000,KOSPI,2018-08-06,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
301300,KR7301300000,KOSDAQ,2020-10-28,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
302430,KR7302430004,KOSDAQ,2018-12-12,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
302440,KR7302440003,KOSPI,2021-03-18,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
302550,KR7302550009,KOSDAQ,2019-12-06,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
303030,KR7303030001,KOSDAQ,2019-07-26,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
303360,KR7303360002,KOSDAQ,2023-06-16,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
303530,KR7303530000,KOSDAQ,2021-06-18,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
303810,KR7303810006,KOSDAQ,2025-02-17,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
304100,KR7304100001,KOSDAQ,2020-07-23,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
304360,KR7304360001,KOSDAQ,2023-05-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
304840,KR7304840002,KOSDAQ,2020-10-19,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
305090,KR7305090003,KOSDAQ,2019-06-05,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
306040,KR7306040007,KOSDAQ,2019-11-18,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
306200,KR7306200007,KOSPI,2018-10-05,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
306620,KR7306620006,KOSDAQ,2020-02-11,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
307180,KR7307180000,KOSDAQ,2019-12-27,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
307280,KR7307280008,KOSDAQ,2021-02-09,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
307750,KR7307750000,KOSDAQ,2020-12-30,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
307870,KR7307870006,KOSDAQ,2021-11-18,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
307930,KR7307930008,KOSDAQ,2019-05-23,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
307950,KR7307950006,KOSPI,2019-03-28,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
308080,KR7308080001,KOSDAQ,2021-08-25,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
308100,KR7308100007,KOSDAQ,2019-06-10,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
308170,KR7308170000,KOSPI,2019-11-25,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
308430,KR7308430008,KOSDAQ,2024-10-16,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
309710,KR7309710002,KOSDAQ,2025-08-07,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
309930,KR7309930006,KOSDAQ,2020-12-24,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
309960,KR7309960003,KOSDAQ,2023-03-29,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
310200,KR7310200001,KOSDAQ,2020-02-07,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
310210,KR7310210000,KOSDAQ,2022-06-24,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
310870,KR7310870001,KOSDAQ,2021-12-14,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
311320,KR7311320006,KOSDAQ,2021-11-11,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
311390,KR7311390009,KOSDAQ,2019-08-22,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
311690,KR7311690002,KOSDAQ,2019-12-26,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
312610,KR7312610009,KOSDAQ,2019-07-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
313760,KR7313760001,KOSDAQ,2019-07-25,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
314130,KR7314130006,KOSDAQ,2020-12-23,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
314140,KR7314140005,KOSDAQ,2022-09-29,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
314930,KR7314930009,KOSDAQ,2021-03-17,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
315640,KR7315640003,KOSDAQ,2021-08-17,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
316140,KR7316140003,KOSPI,2019-02-13,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
317120,KR7317120004,KOSDAQ,2019-09-18,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
317240,KR7317240000,KOSDAQ,2020-12-30,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
317330,KR7317330009,KOSDAQ,2019-08-02,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
317400,KR7317400000,KOSPI,2019-11-06,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
317450,KR7317450005,KOSPI,2025-10-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
317530,KR7317530004,KOSDAQ,2019-10-29,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
317690,KR7317690006,KOSDAQ,2020-12-09,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
317770,KR7317770006,KOSDAQ,2019-08-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
317830,KR7317830008,KOSDAQ,2019-08-14,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
317850,KR7317850006,KOSDAQ,2019-07-24,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
317870,KR7317870004,KOSDAQ,2019-10-24,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
318000,KR7318000007,KOSDAQ,2019-08-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
318010,KR7318010006,KOSDAQ,2019-10-22,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
318020,KR7318020005,KOSDAQ,2020-12-03,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
318060,KR7318060001,KOSDAQ,2025-08-25,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
318160,KR7318160009,KOSDAQ,2023-04-20,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
318410,KR7318410008,KOSDAQ,2020-09-21,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
319400,KR7319400008,KOSDAQ,2021-03-12,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
319660,KR7319660007,KOSDAQ,2019-05-10,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
320000,KR7320000003,KOSDAQ,2020-08-06,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
321260,KR7321260002,KOSDAQ,2021-10-27,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
321370,KR7321370009,KOSDAQ,2023-07-19,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
321550,KR7321550006,KOSDAQ,2019-11-22,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
321820,KR7321820003,KOSDAQ,2021-02-03,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
322000,KR7322000001,KOSPI,2019-11-19,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
322180,KR7322180001,KOSDAQ,2019-10-31,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
322310,KR7322310004,KOSDAQ,2021-02-24,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
322510,KR7322510009,KOSDAQ,2019-12-11,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
322780,KR7322780008,KOSDAQ,2020-12-28,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
323230,KR7323230003,KOSDAQ,2020-12-30,2025-06-18,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
323280,KR7323280008,KOSDAQ,2022-06-30,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
323350,KR7323350009,KOSDAQ,2024-06-11,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
323410,KR7323410001,KOSPI,2021-08-06,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
323990,KR7323990002,KOSDAQ,2020-09-22,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
326030,KR7326030004,KOSPI,2020-07-02,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
327260,KR7327260006,KOSDAQ,2019-12-24,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
328130,KR7328130000,KOSDAQ,2022-07-21,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
328380,KR7328380001,KOSDAQ,2022-08-22,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
329180,KR7329180004,KOSPI,2021-09-17,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
330350,KR7330350000,KOSDAQ,2020-07-03,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
330730,KR7330730003,KOSDAQ,2022-02-25,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
330860,KR7330860008,KOSDAQ,2020-11-17,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
331380,KR7331380006,KOSDAQ,2021-10-27,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
331520,KR7331520007,KOSDAQ,2022-10-31,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
331740,KR7331740001,KOSDAQ,2025-07-15,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
331920,KR7331920009,KOSDAQ,2020-08-21,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
332290,KR7332290006,KOSDAQ,2022-03-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
332370,KR7332370006,KOSDAQ,2020-08-24,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
332570,KR7332570001,KOSDAQ,2020-07-31,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
333050,KR7333050003,KOSDAQ,2022-10-19,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
333430,KR7333430007,KOSDAQ,2021-05-17,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
333620,KR7333620003,KOSDAQ,2021-04-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
334970,KR7334970001,KOSDAQ,2021-03-11,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
335810,KR7335810008,KOSDAQ,2020-12-22,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
335870,KR7335870002,KOSDAQ,2022-10-27,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
336060,KR7336060009,KOSDAQ,2022-04-14,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
336260,KR7336260005,KOSPI,2019-10-18,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
336370,KR7336370002,KOSPI,2019-10-18,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
336570,KR7336570007,KOSDAQ,2022-06-30,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
336680,KR7336680004,KOSDAQ,2024-11-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
337930,KR7337930002,KOSDAQ,2020-08-13,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
338220,KR7338220007,KOSDAQ,2021-02-26,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
338840,KR7338840002,KOSDAQ,2023-12-05,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
339770,KR7339770000,KOSPI,2020-11-12,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
339950,KR7339950008,KOSDAQ,2020-10-13,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
340360,KR7340360007,KOSDAQ,2021-08-13,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
340440,KR7340440007,KOSDAQ,2021-12-09,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
340450,KR7340450006,KOSDAQ,2025-06-11,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
340570,KR7340570001,KOSDAQ,2020-11-20,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
340810,KR7340810001,KOSDAQ,2023-05-19,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
340930,KR7340930007,KOSDAQ,2021-02-25,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
342870,KR7342870003,KOSDAQ,2025-09-09,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
344820,KR7344820006,KOSPI,2020-01-21,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
344860,KR7344860002,KOSDAQ,2023-02-20,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
347000,KR7347000002,KOSDAQ,2020-10-29,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
347700,KR7347700007,KOSDAQ,2021-03-23,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
347740,KR7347740003,KOSDAQ,2020-09-09,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
347770,KR7347770000,KOSDAQ,2020-09-18,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
347850,KR7347850000,KOSDAQ,2024-05-02,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
347860,KR7347860009,KOSDAQ,2020-12-21,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
347890,KR7347890006,KOSDAQ,2020-07-29,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
348030,KR7348030008,KOSDAQ,2021-01-28,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
348080,KR7348080003,KOSDAQ,2023-06-15,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
348150,KR7348150004,KOSDAQ,2020-11-18,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
348210,KR7348210006,KOSDAQ,2020-10-08,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
348340,KR7348340001,KOSDAQ,2022-11-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
348350,KR7348350000,KOSDAQ,2020-10-30,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
348370,KR7348370008,KOSDAQ,2021-11-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
351320,KR7351320007,KOSDAQ,2021-12-09,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
